Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Wells,2022-06-04,,79,127,,,,,,,,3,,,10.8
Wells,2022-06-05,,27,69,,,,,,,,1,,,10.7
Wells,2022-06-06,,53,79,,,,,,,,2,,,10.7
Wells,2022-06-07,,45,82,,,,,,,,,,,11
Wells,2022-06-08,,69,103,,,,,,,,2,,,11.3
Wells,2022-06-09,,80,97,1,,,,,,,,,,11.2
Wells,2022-06-10,,49,85,,,,,,,,1,,,11.3
Wells,2022-06-11,,56,76,,,,,,,,1,,,11.3
Wells,2022-06-12,,63,86,1,1,,,,,,1,,,11.7
Wells,2022-06-13,,74,13,1,1,,,,,,,,,11.8
Wells,2022-06-14,,68,29,1,1,1,,,,,,,,11.5
Wells,2022-06-15,,67,37,,,1,,,,,,,,11.4
Wells,2022-06-16,,34,25,,,2,,,,,2,,,11.4
Wells,2022-06-17,,32,21,1,1,2,,,,,1,,,11.8
Wells,2022-06-18,,77,23,,,2,,,,,3,,,12.1
Wells,2022-06-19,,124,16,,,4,,,,,,,,12.1
Wells,2022-06-20,,75,27,,,5,,,,,2,,,12.3
Wells,2022-06-21,,72,18,,,7,,,,,2,,,12.7
Wells,2022-06-22,,71,14,2,1,29,,,,,,,,13
Wells,2022-06-23,,67,24,,,31,,,,,1,,,13.1
Wells,2022-06-24,,68,27,1,,32,,,,,,,,13.1
Wells,2022-06-25,,83,13,,,47,,,,1,,,,13
Wells,2022-06-26,,69,10,,,67,,,,,,,,13.3
Wells,2022-06-27,,56,10,,,80,,,,,1,,,13.7
Wells,2022-06-28,,79,17,,,160,,,,,1,,,13.8
Wells,2022-06-29,,205,15,1,1,249,,,,,,,,14
Wells,2022-06-30,,106,9,,,211,,,,1,,,,14
Wells,2022-07-01,,107,8,2,2,297,,,,,,,,13.8
Wells,2022-07-02,,64,7,1,1,468,,,,,1,,,14.1
Wells,2022-07-03,,216,11,3,2,867,,,,,,,,14.5
Wells,2022-07-04,,308,8,2,2,1469,,,,,,,,14.3
Wells,2022-07-05,,68,6,2,2,1274,,,,,,,,14.3
Wells,2022-07-06,,157,7,,,4807,,,,,1,,,14.5
Wells,2022-07-07,,848,14,5,3,15203,,,,,,,,14.8
Wells,2022-07-08,,1759,25,5,3,27634,,,,,1,,,14.9
Wells,2022-07-09,,1913,21,,,39879,,,,,,,,15.1
Wells,2022-07-10,,1062,11,1,,31654,,,,,,,,15.4
Wells,2022-07-11,,1540,15,2,1,28917,,,,,,,,15.5
Wells,2022-07-12,,1848,20,2,,40618,,,,,,,,15.6
Wells,2022-07-13,,2500,24,4,3,44866,,,,,1,,,15.7
Wells,2022-07-14,,2574,19,13,6,40195,,,,,,,,16.1
Wells,2022-07-15,,1804,18,5,4,26035,,,,,,,,16.2
Wells,2022-07-16,,1542,23,10,2,19773,,,,,,,,16.2
Wells,2022-07-17,,1245,15,7,3,15819,,,,,,,,16.4
Wells,2022-07-18,,1478,42,9,5,19271,,,,,,,,16.5
Wells,2022-07-19,,1657,17,14,5,17487,,,,,,,,16.5
Wells,2022-07-20,,1311,11,19,8,13411,,,,,,,,16.6
Wells,2022-07-21,,961,20,8,3,11021,,,,,,,,16.7
Wells,2022-07-22,,637,29,16,1,10497,,,,,,,,16.9
Wells,2022-07-23,,699,21,13,,8286,,,,,,,,16.9
Wells,2022-07-24,,1130,61,12,7,8624,,,,,1,,,17.1
Wells,2022-07-25,,721,23,5,2,7057,,,,1,,,,17
Wells,2022-07-26,,597,27,17,5,6031,,,,1,,,,17.1
Wells,2022-07-27,,633,16,17,2,4266,,,,2,,,,17.3
Wells,2022-07-28,,714,9,19,6,4125,,,,1,,,,17.5
Wells,2022-07-29,,406,10,12,5,3900,,,,,,,,17.5
Wells,2022-07-30,,431,10,14,5,3364,,,,,,,,17.6
Wells,2022-07-31,,381,19,32,14,3007,,,,,,,,17.8
Wells,2022-08-01,,372,11,16,7,2835,,,,,,,,17.7
Wells,2022-08-02,,341,14,34,11,2614,,,,1,,,,17.6
Wells,2022-08-03,,147,5,15,7,2176,,,,1,,,,17.7
Wells,2022-08-04,,300,14,34,11,1404,,,,1,,,,17.6
Wells,2022-08-05,,143,7,23,10,1291,,,,,,,,17.3
Wells,2022-08-06,,135,15,27,8,1143,,,,,,,,17.5
Wells,2022-08-07,,368,17,36,11,951,,,,2,1,,,17.5
Wells,2022-08-08,,186,13,37,12,742,,,,3,,,,17.5
Wells,2022-08-09,,112,2,36,9,708,,,,4,,,,17.5
Wells,2022-08-10,,30,,31,10,385,,,,1,,,,17.7
Wells,2022-08-11,,97,3,38,18,623,,,,2,,,,18.2
Wells,2022-08-12,,118,14,37,15,383,1,,,2,,,,16.7
Wells,2022-08-13,,163,8,34,12,387,,,,1,,,,18.5
Wells,2022-08-14,,93,5,32,7,250,,,,3,,,,18.6
Wells,2022-08-15,,645,13,75,19,262,,,,4,,,,18.8
Wells,2022-08-16,,117,5,30,11,156,,,,3,,,,18.7
Wells,2022-08-17,,75,8,40,14,109,,,,2,,,,18.7
Wells,2022-08-18,,47,7,37,12,110,,,,4,,,,19
Wells,2022-08-19,,21,3,26,14,68,,,,4,,,,19
Wells,2022-08-20,,34,6,38,18,74,,,,2,,,,19.2
Wells,2022-08-21,,45,4,39,15,71,,,,5,,,,19.3
Wells,2022-08-22,,34,8,36,19,49,,,,7,,,,19.5
Wells,2022-08-23,,96,9,38,13,69,,,,35,,,,19.3
Wells,2022-08-24,,62,8,50,17,41,,,,27,,,,19.2
Wells,2022-08-25,,36,6,37,8,53,,,,23,,,,19.4
Wells,2022-08-26,,56,4,47,18,60,8,,,53,,,,19.6
Wells,2022-08-27,,40,5,25,4,34,,,,29,,,,19.6
Wells,2022-08-28,,84,3,36,10,26,,,,23,,,,19.5
Wells,2022-08-29,,61,4,41,9,28,,,,64,,,,19.6
Wells,2022-08-30,,36,5,44,9,23,,1,,43,,,,19.6
Wells,2022-08-31,,118,12,38,16,25,,,,58,,,,19.4
Wells,2022-09-01,,37,7,41,9,24,,,,94,,,,19.3
Wells,2022-09-02,,85,11,41,9,15,,1,,75,,,,19.6
Wells,2022-09-03,,17,5,37,10,14,,1,,61,,,,19.6
Wells,2022-09-04,,56,6,66,17,19,,,,48,,,,19.7
Wells,2022-09-05,,61,4,60,13,17,,,,47,,,,19.6
Wells,2022-09-06,,63,3,36,8,11,,,,128,,,,19.6
Wells,2022-09-07,,52,3,27,7,8,1,,,68,,,,19.4
Wells,2022-09-08,,76,5,42,13,7,,,,29,,,,19
Wells,2022-09-09,,28,,37,8,2,,1,,19,,,,19.1
Wells,2022-09-10,,15,2,41,9,5,,,,41,,,,19.4
Wells,2022-09-11,,52,6,58,16,7,,,,39,,,,19.4
Wells,2022-09-12,,29,1,24,4,7,,,,49,,,,19.2
Wells,2022-09-13,,21,4,28,4,5,1,1,,27,,,,19
Wells,2022-09-14,,80,4,70,16,4,1,,,7,,,,19
Wells,2022-09-15,,32,1,48,23,2,,,,13,,,,19.1
Wells,2022-09-16,,106,4,80,16,3,2,,,17,,,,19.1
Wells,2022-09-17,,81,4,64,18,1,,,,6,,,,18.9
Wells,2022-09-18,,185,5,85,17,4,,,,125,,,,18.8
Wells,2022-09-19,,40,,48,14,,3,1,,79,,,,18.9
Wells,2022-09-20,,41,3,50,7,11,4,,,36,,,,18.7
Wells,2022-09-21,,33,,46,7,3,5,3,,16,,,,18.7
Wells,2022-09-22,,20,,58,37,4,9,2,,16,,,,18.6
Wells,2022-09-23,,95,4,79,17,18,12,2,,7,,,,18.5
Wells,2022-09-24,,73,,75,18,4,12,,,20,,,,18.7
Wells,2022-09-25,,45,,80,20,2,37,1,,46,,,,18.7
Wells,2022-09-26,,41,,55,14,1,57,2,,23,,,,18.9
Wells,2022-09-27,,95,1,72,11,,90,1,,14,,,,18.8
Wells,2022-09-28,,22,1,47,9,4,89,,,10,,,,18.9
Wells,2022-09-29,,56,,66,16,1,96,2,,2,,,,18.8
Wells,2022-09-30,,24,1,52,18,1,111,5,,2,,,,18.9
Wells,2022-10-01,,45,4,87,15,,164,9,,6,,,,19
Wells,2022-10-02,,32,3,63,11,1,158,8,,6,,,,19.2
Wells,2022-10-03,,63,3,61,12,,154,5,,7,,,,19.1
Wells,2022-10-04,,27,3,51,7,,123,1,,8,,,,19.1
Wells,2022-10-05,,114,6,91,16,1,223,6,,22,,,,18.9
Wells,2022-10-06,,65,1,62,20,1,208,4,,11,,,,18.9
Wells,2022-10-07,,21,4,42,7,,214,2,,6,,,,18.8
Wells,2022-10-08,,26,1,38,8,1,209,6,,5,,,,18.8
Wells,2022-10-09,,16,5,42,6,2,305,,,3,,,,18.6
Wells,2022-10-10,,52,,36,6,,163,10,,1,,,,18.4
Wells,2022-10-11,,62,3,29,7,,153,5,,6,,,,18.4
Wells,2022-10-12,,96,3,61,7,,203,5,,4,,,,18.2
Wells,2022-10-13,,102,2,41,25,,208,13,,2,,,,18.1
Wells,2022-10-14,,69,2,25,6,,117,5,,4,,,,18
Wells,2022-10-15,,40,3,23,10,,223,11,,2,,,,18
Wells,2022-10-16,,73,3,33,6,,268,18,,,,,,17.7
Wells,2022-10-17,,34,2,20,4,,150,4,,,,,,17.5
Wells,2022-10-18,,62,2,22,3,,112,1,,,,,,17.4
Wells,2022-10-19,,68,1,24,3,,132,1,,,,,,17.4
Wells,2022-10-20,,41,1,32,7,,87,7,,,,,,17.2
Wells,2022-10-21,,25,,12,3,,62,2,,1,,,,17.1
Wells,2022-10-22,,35,,11,2,,186,5,,1,,,,16.8
Wells,2022-10-23,,56,2,18,2,,231,3,,1,,,,16.5
Wells,2022-10-24,,42,3,4,,,112,10,,,,,,16.2
Wells,2022-10-25,,60,6,18,6,1,233,9,,,,,,16.2
Wells,2022-10-26,,43,2,18,,1,174,1,,,,,,16
Wells,2022-10-27,,34,1,21,3,,164,6,,,,,,15.9
Wells,2022-10-28,,56,3,27,6,,128,1,,1,1,,,15.7
Wells,2022-10-29,,74,5,15,2,,194,2,,,,,,15.7
Wells,2022-10-30,,61,5,17,2,,193,4,,,,,,15.6
Wells,2022-10-31,,76,5,16,1,1,198,5,,,,,,15.6
Wells,2022-11-01,,117,3,33,5,1,308,1,,1,,,,15.8
Wells,2022-11-02,,151,6,28,4,1,461,3,,1,,,,15.8
Wells,2022-11-03,,106,4,37,3,,463,2,,,,,,15.7
Wells,2022-11-04,,54,4,17,3,,395,3,,2,,,,15.4
Wells,2022-11-05,,40,1,24,2,,346,3,,,,,,15.3
Wells,2022-11-06,,63,7,19,4,,275,5,,,,,,14.8
Wells,2022-11-07,,47,2,33,4,,159,2,,,,,,14.6
Wells,2022-11-08,,24,3,30,6,,127,3,,3,,,,14.5
Wells,2022-11-09,,29,,22,4,,95,1,,,,,,13.9
Wells,2022-11-10,,15,3,20,5,,53,3,,2,,,,13.8
Wells,2022-11-11,,6,,20,3,,59,,,,,,,13.8
Wells,2022-11-12,,7,,12,,,56,2,,,,,,13.6
Wells,2022-11-13,,9,,8,2,,34,1,,,,,,13.4
Wells,2022-11-14,,9,,6,3,,36,1,,,,,,13.5
Wells,2022-11-15,,11,,7,,,29,6,,,3,,,12.7
Notes:
Columbia River DART
2022 Adult Passage Daily Counts at Wells
1/1/2022 - 12/31/2022
Generated 07 Jan 2023 16:17:25 PST. DART Adult Passage Daily Counts www.cbr.washington.edu/dart/query/adult_daily.
Data Courtesy of Douglas County PUD.
Temperature (TempC) is reported in degrees Celsius. Source of temperature  data varies by project. At most projects; it is scrollcase or water quality temperature data. At Wells; it is the Fishway Attraction Flow temperature which is pumped from tailrace.
Steelhead Counts: The Steelhead parameter includes both hatchery and wild counts. Prior to 1995 
wild steelhead data was not published on a daily basis. The Steelhead-Wild parameter is a subset of the total 
steelhead and may include unmarked hatchery fish.
Chinook Run Dates: Chinook runs (referring to the season when adults migrate upstream) are based on run schedules by project as reported by the U.S. Army Corps of Engineers; Yakima Klickitat Fisheries Project and Oregon Department of Fish and Wildlife.
"DART Data Citation. Columbia River DART, Columbia Basin Research, University of Washington. (2023). Adult Passage Daily Counts. Available from https://www.cbr.washington.edu/dart/query/adult_daily."
